country,year,sex,age_group,population,population_density,median_age,fertility_rate,life_expectancy,net_migration,urban_population_percent,dependency_ratio,birth_rate,death_rate,population_growth_rate
Latvia,2018,Total,0-14,4246382,62.23,46.0,1.61,76.7,-43989,83.2,63.8,8.51,13.17,0.46
Latvia,2018,Total,15-29,2666221,344.34,43.2,1.46,75.2,28014,61.8,48.1,8.1,12.9,1.44
Latvia,2018,Total,30-44,2505173,160.07,46.3,1.28,79.9,-33610,74.0,53.2,8.16,10.32,0.61
Latvia,2018,Total,45-64,2986035,188.33,39.2,1.38,83.4,-9390,88.9,52.7,11.51,12.92,1.05
Latvia,2018,Total,65+,984532,344.55,45.8,1.79,79.4,49615,87.5,63.0,8.89,8.17,1.43
Latvia,2019,Male,0-14,2907225,308.62,36.9,1.37,81.4,6993,73.2,45.5,7.82,13.64,0.81
Latvia,2019,Male,15-29,3936218,106.82,38.0,1.53,75.6,25455,87.0,48.0,9.25,10.86,-1.31
Latvia,2019,Male,30-44,1493152,292.14,39.2,1.57,82.2,-34815,78.6,55.1,8.53,12.37,0.7
Latvia,2019,Male,45-64,3481803,304.14,40.8,1.5,75.9,45269,86.2,45.0,9.65,9.29,-1.12
Latvia,2019,Male,65+,3146736,157.95,45.4,1.46,78.3,34442,73.1,50.8,8.91,10.1,1.08
Latvia,2019,Female,0-14,3417817,495.22,46.2,1.68,81.7,35000,64.6,53.2,10.95,13.34,1.31
Latvia,2019,Female,15-29,2145533,50.86,38.7,1.73,83.5,1694,68.3,63.8,7.18,13.87,-1.27
Latvia,2019,Female,30-44,1663466,402.17,38.4,1.89,79.0,-21325,62.9,61.0,10.74,11.59,0.01
Latvia,2019,Female,45-64,3726661,439.41,40.1,1.41,77.5,23769,89.4,59.3,8.25,11.55,0.64
Latvia,2019,Female,65+,3156412,181.55,44.1,1.91,81.3,-38681,61.2,46.4,10.57,8.15,0.82
Latvia,2019,Total,0-14,2460947,459.04,38.6,1.7,82.4,30436,81.5,56.6,8.15,8.09,1.28
Latvia,2019,Total,15-29,2444129,232.26,44.4,1.61,77.4,15658,83.4,57.9,11.69,13.89,2.29
Latvia,2019,Total,30-44,4567784,361.64,43.0,1.29,77.4,1356,73.2,56.8,9.48,13.5,2.25
Latvia,2019,Total,45-64,3773050,198.29,40.1,1.73,82.0,4703,84.1,57.2,11.9,11.91,1.36
Latvia,2019,Total,65+,3278101,391.37,36.0,1.79,75.5,44330,88.3,50.3,11.68,12.83,1.42
Latvia,2020,Male,0-14,4389137,314.55,37.9,1.37,82.8,-1750,63.0,53.6,7.38,13.46,0.29
Latvia,2020,Male,15-29,2951341,162.31,36.2,1.62,80.3,-46189,84.9,50.4,9.36,11.88,2.11
Latvia,2020,Male,30-44,3647277,115.95,44.6,1.6,76.3,19621,60.8,54.0,11.15,12.43,0.15
Latvia,2020,Male,45-64,3426379,291.0,35.4,1.76,78.6,41407,85.9,46.0,11.5,12.18,2.26
Latvia,2020,Male,65+,2218393,211.96,43.4,1.73,75.7,18020,80.6,52.4,11.38,13.06,-0.8
Latvia,2020,Female,0-14,1251660,237.21,43.7,1.93,79.5,36030,87.5,49.6,8.28,10.17,1.94
Latvia,2020,Female,15-29,3752903,436.02,38.1,2.07,80.4,-22572,76.8,48.6,10.2,8.46,1.04
Latvia,2020,Female,30-44,127512,485.5,42.6,1.82,77.0,-23715,67.5,58.8,11.85,12.47,0.47
Latvia,2020,Female,45-64,3921244,407.6,45.4,1.73,78.3,-1797,89.4,52.1,11.94,13.74,1.06
Latvia,2020,Female,65+,1014947,326.03,35.3,1.77,83.6,-28084,88.4,58.7,8.06,8.24,-0.91
Latvia,2020,Total,0-14,3070093,310.65,45.3,1.54,81.4,44825,60.7,50.0,9.18,11.78,-0.81
Latvia,2020,Total,15-29,3827793,252.53,43.8,1.76,81.5,4560,68.8,60.9,9.01,11.99,2.24
Latvia,2020,Total,30-44,4754627,352.03,38.2,1.34,81.9,47687,74.8,45.8,7.96,10.55,1.84
Latvia,2020,Total,45-64,4995907,255.43,36.7,1.91,83.5,-35244,82.6,45.1,9.04,10.46,2.08
Latvia,2020,Total,65+,220020,279.67,36.6,1.8,82.1,44301,87.0,51.6,11.25,8.56,-1.33
Latvia,2021,Male,0-14,646721,165.44,35.8,1.55,78.3,-39621,81.2,51.0,7.22,11.34,1.84
Latvia,2021,Male,15-29,105818,320.13,45.8,1.91,76.7,18879,83.3,55.7,7.59,11.91,-1.24
Latvia,2021,Male,30-44,3303144,261.3,41.2,1.99,83.1,16076,61.0,48.1,7.58,10.59,-0.65
Latvia,2021,Male,45-64,2526227,160.4,41.4,1.76,80.8,30026,76.4,62.1,9.57,13.46,-0.48
Latvia,2021,Male,65+,2258527,266.52,46.0,1.58,82.7,-48974,74.5,48.8,11.69,8.06,0.15
Latvia,2021,Female,0-14,4201194,170.54,38.7,1.29,75.5,-42208,65.6,54.3,11.18,13.24,-1.3
Latvia,2021,Female,15-29,3258804,98.33,41.8,2.07,78.1,21520,81.5,47.0,10.12,8.68,-0.48
Latvia,2021,Female,30-44,635240,176.12,42.5,2.0,76.8,-31064,89.7,53.4,7.49,8.72,0.84
Latvia,2021,Female,45-64,2428435,441.93,39.6,1.89,76.4,8788,75.0,58.9,8.84,13.18,-1.38
Latvia,2021,Female,65+,1386039,82.86,36.6,1.96,82.6,-37863,74.5,58.7,10.87,12.43,-0.13
Latvia,2021,Total,0-14,4489919,428.87,38.1,1.38,77.8,7158,73.3,55.8,10.04,11.99,-1.19
Latvia,2021,Total,15-29,247311,310.59,46.2,1.77,78.9,-37270,79.4,61.2,7.7,12.7,2.5
Latvia,2021,Total,30-44,410039,341.22,40.1,1.86,81.5,8949,83.7,55.3,9.68,9.19,-0.52
Latvia,2021,Total,45-64,2825903,38.19,39.6,1.93,79.9,-31161,73.7,46.3,11.84,13.83,0.94
Latvia,2021,Total,65+,744385,270.64,44.1,1.4,79.0,-21058,61.3,55.0,7.63,13.03,-1.04
Latvia,2022,Male,0-14,3735531,274.92,46.7,1.79,77.6,17081,68.5,60.6,9.3,13.96,0.05
Latvia,2022,Male,15-29,1641020,388.53,42.7,2.07,80.3,37218,81.0,64.3,7.37,9.59,-0.7
Latvia,2022,Male,30-44,2809711,66.19,45.9,1.41,78.1,24918,84.2,53.1,9.67,13.79,-0.31
Latvia,2022,Male,45-64,253318,195.7,46.8,1.47,75.1,14314,83.4,58.4,11.38,13.07,-0.68
Latvia,2022,Male,65+,1372557,348.14,41.5,1.77,80.4,39165,79.3,47.1,7.2,9.98,1.79
Latvia,2022,Female,0-14,4095118,202.68,37.0,1.43,76.9,-45351,73.6,54.3,8.36,13.4,-1.14
Latvia,2022,Female,15-29,4856661,435.99,41.1,2.04,82.5,28669,77.4,54.7,8.61,10.11,1.2
Latvia,2022,Female,30-44,3632696,450.18,35.7,1.73,78.4,-31526,86.6,56.6,8.14,8.48,1.01
Latvia,2022,Female,45-64,593406,221.9,39.2,1.29,79.9,3487,61.2,59.9,7.18,10.67,0.35
Latvia,2022,Female,65+,3940815,268.58,35.3,1.69,82.8,5251,81.0,47.8,10.29,12.6,0.79
Latvia,2022,Total,0-14,783951,58.66,37.3,1.6,79.5,-33072,60.0,52.1,11.29,8.16,-1.49
Latvia,2022,Total,15-29,89887,477.99,39.3,1.95,81.6,43165,70.0,49.9,11.08,8.64,0.45
Latvia,2022,Total,30-44,3338769,78.73,41.2,1.72,81.7,-35898,89.1,46.0,8.75,8.51,1.91
Latvia,2022,Total,45-64,1330522,171.2,35.7,1.53,83.8,27024,66.9,47.8,8.01,10.12,-0.91
Latvia,2022,Total,65+,2486681,188.4,44.3,1.3,77.1,-2513,73.1,57.6,7.38,11.5,-0.34
Latvia,2023,Male,0-14,176162,91.77,39.8,1.71,80.0,27948,61.0,61.0,10.63,8.49,-0.99
Latvia,2023,Male,15-29,74265,272.84,43.6,1.81,78.4,27981,67.1,57.5,7.58,8.76,-1.21
Latvia,2023,Male,30-44,1023714,92.94,44.7,1.54,81.3,-21659,73.9,64.7,9.28,8.67,2.47
Latvia,2023,Male,45-64,3018231,288.45,38.7,1.65,80.0,10591,81.0,45.2,10.41,13.07,0.38
Latvia,2023,Male,65+,4155933,415.66,43.7,1.98,76.5,-42474,85.8,58.0,10.99,11.31,-0.81
Latvia,2023,Female,0-14,4011306,480.5,35.5,2.03,76.6,35770,61.7,64.0,8.0,9.82,0.46
Latvia,2023,Female,15-29,3475582,488.16,42.3,1.85,75.8,-29345,85.2,63.6,9.91,12.67,0.48
Latvia,2023,Female,30-44,2830474,151.91,39.5,1.47,77.3,21296,85.8,56.2,8.92,10.46,0.35
Latvia,2023,Female,45-64,2217957,159.09,45.2,1.87,80.1,42816,79.9,55.0,8.67,12.96,1.41
Latvia,2023,Female,65+,4483332,412.16,39.1,1.65,80.5,38783,77.2,47.2,9.16,9.68,-1.16
Latvia,2023,Total,0-14,1093575,329.52,46.4,1.28,75.5,-28786,87.1,60.8,11.53,11.5,0.14
Latvia,2023,Total,15-29,4885008,188.79,35.5,2.01,79.6,-42128,80.3,56.0,7.69,13.45,0.87
Latvia,2023,Total,30-44,2854482,442.58,44.7,1.27,76.8,19642,73.3,50.8,9.09,10.67,2.14
Latvia,2023,Total,45-64,1803300,161.47,41.5,1.83,80.7,48203,85.4,50.3,7.26,8.7,2.31
Latvia,2023,Total,65+,703173,423.84,46.5,1.74,79.7,45525,81.8,50.0,7.56,11.3,-0.9
Latvia,2024,Male,0-14,4481355,329.56,41.4,1.74,79.2,-46845,88.6,46.7,11.69,9.87,0.55
Latvia,2024,Male,15-29,3738999,63.34,40.2,1.87,77.4,-47955,90.0,57.2,7.52,10.52,-1.23
Latvia,2024,Male,30-44,2194841,141.91,37.3,2.06,76.8,-42225,76.0,49.5,8.6,8.13,1.5
Latvia,2024,Male,45-64,2538110,133.06,39.1,1.39,83.4,25542,82.7,62.2,9.43,11.72,0.65
Latvia,2024,Male,65+,616961,448.32,39.3,1.39,79.1,20178,74.9,60.3,7.65,9.86,-1.39
Latvia,2024,Female,0-14,2169094,453.41,42.2,1.23,80.7,-800,86.9,63.7,9.46,8.66,0.37
Latvia,2024,Female,15-29,1308073,326.83,46.9,2.03,78.6,35277,60.1,51.1,9.52,10.26,-0.27
Latvia,2024,Female,30-44,3301380,296.62,37.2,1.64,82.9,9961,72.3,50.7,7.49,10.87,2.29
Latvia,2024,Female,45-64,1599019,46.78,42.2,1.78,77.2,-44095,61.4,62.8,8.91,12.28,1.11
Latvia,2024,Female,65+,1241709,434.14,35.0,1.37,77.0,14065,60.6,52.1,10.34,11.17,2.27
Latvia,2024,Total,0-14,1078219,283.12,46.2,1.85,77.4,14194,73.5,58.5,8.33,8.44,2.33
Latvia,2024,Total,15-29,1032439,465.39,46.7,1.37,76.4,-31167,60.8,51.7,8.3,8.29,0.12
Latvia,2024,Total,30-44,341929,90.97,37.1,1.32,77.8,-3853,81.7,61.9,9.33,12.71,0.43
Latvia,2024,Total,45-64,3057371,485.41,39.1,1.31,79.6,-39638,87.3,64.5,8.14,9.16,1.21
Latvia,2024,Total,65+,2718831,496.91,37.8,1.39,79.9,-33142,74.8,54.5,9.9,9.32,0.6
Lithuania,2015,Male,0-14,4130982,486.69,46.0,1.38,81.5,-20579,60.2,50.0,10.17,8.43,-1.07
Lithuania,2015,Male,15-29,2415020,468.89,40.4,1.42,77.8,24906,79.2,59.8,8.46,9.96,0.09
Lithuania,2015,Male,30-44,4744385,394.11,44.2,1.65,82.2,-15697,63.7,53.5,11.72,11.0,1.04
Lithuania,2015,Male,45-64,4841369,375.38,35.5,1.92,82.0,28203,65.0,53.2,7.48,9.45,0.01
Lithuania,2015,Male,65+,1199463,138.37,37.7,1.9,83.7,-30354,68.5,57.5,7.82,10.12,2.29
Lithuania,2015,Female,0-14,2308791,286.53,38.0,1.54,76.4,4118,77.4,59.1,7.17,11.4,-0.82
Lithuania,2015,Female,15-29,792879,322.87,38.7,1.6,78.2,39711,86.1,62.8,10.2,9.88,-0.6
Lithuania,2015,Female,30-44,3143228,269.11,41.6,1.5,79.2,2736,67.7,50.7,7.46,12.12,0.57
Lithuania,2015,Female,45-64,4799394,47.56,37.8,1.9,80.5,40211,88.4,58.5,10.76,12.08,1.53
Lithuania,2015,Female,65+,4418199,293.72,40.5,2.01,77.0,-33582,64.8,57.3,11.35,10.75,1.4
Lithuania,2015,Total,0-14,397240,455.74,43.3,1.42,78.2,-41944,65.6,47.5,8.3,8.62,0.55
Lithuania,2015,Total,15-29,3264242,97.38,38.7,1.26,75.8,30227,61.4,46.6,7.3,10.54,-1.33
Lithuania,2015,Total,30-44,1566119,134.81,46.3,1.64,79.0,40672,88.3,53.6,10.35,9.56,1.05
Lithuania,2015,Total,45-64,4686720,208.64,45.1,1.43,77.6,6221,82.1,48.3,8.72,12.0,2.25
Lithuania,2015,Total,65+,4694811,347.05,44.9,1.69,75.6,-39929,79.5,60.2,8.24,12.28,0.29
Lithuania,2016,Male,0-14,1668788,210.95,44.6,1.86,81.6,41178,83.9,61.0,8.91,9.02,1.86
Lithuania,2016,Male,15-29,4941447,224.79,42.1,1.25,83.9,-49293,88.1,58.2,9.88,12.19,-1.32
Lithuania,2016,Male,30-44,1586661,154.02,41.7,1.58,80.9,-33198,80.9,62.1,7.98,9.98,0.25
Lithuania,2016,Male,45-64,4864457,75.81,41.9,2.06,78.1,-10612,88.5,62.9,9.57,11.87,-1.27
Lithuania,2016,Male,65+,1845413,393.19,39.9,1.52,79.7,-15106,69.4,48.3,7.69,10.02,1.71
Lithuania,2016,Female,0-14,762060,128.63,40.0,2.03,80.1,14236,67.5,64.8,10.35,9.72,1.22
Lithuania,2016,Female,15-29,1049223,94.61,35.5,1.25,78.1,16601,85.7,59.9,7.13,11.54,1.33
Lithuania,2016,Female,30-44,2559125,161.42,37.6,1.43,77.7,6980,60.0,52.0,7.57,13.3,2.21
Lithuania,2016,Female,45-64,690147,139.51,44.8,1.84,75.1,2219,75.0,58.9,11.77,10.2,-0.81
Lithuania,2016,Female,65+,1455146,39.57,41.7,2.04,81.4,10495,82.2,48.6,9.11,10.54,1.54
Lithuania,2016,Total,0-14,1176857,74.54,41.8,1.89,82.1,9214,78.2,52.3,7.97,12.05,-0.27
Lithuania,2016,Total,15-29,1565731,71.98,45.3,1.48,75.0,-22212,62.7,46.8,10.46,9.28,2.24
Lithuania,2016,Total,30-44,3569927,350.29,45.1,1.31,78.9,-22072,63.9,62.6,9.14,8.44,0.62
Lithuania,2016,Total,45-64,3754344,297.84,37.6,1.33,77.9,46699,72.6,64.2,8.37,11.47,-0.26
Lithuania,2016,Total,65+,2902414,381.3,39.6,1.81,75.5,32381,70.2,57.2,10.51,9.21,-0.76
Lithuania,2017,Male,0-14,4858208,239.54,40.8,1.41,78.4,-20092,67.2,49.1,8.98,13.16,-1.25
Lithuania,2017,Male,15-29,704856,449.78,36.5,1.77,76.9,-44127,82.3,62.2,7.15,9.1,1.06
Lithuania,2017,Male,30-44,1377756,329.41,41.0,1.67,80.7,4911,67.9,45.1,7.91,10.85,-0.4
Lithuania,2017,Male,45-64,1860480,386.92,41.6,1.43,76.0,21095,69.9,55.1,8.77,11.88,0.2
Lithuania,2017,Male,65+,3585990,314.08,37.9,1.93,82.2,-891,65.3,62.0,11.36,11.85,0.53
Lithuania,2017,Female,0-14,1030549,375.59,42.2,1.79,76.9,-42793,62.7,50.8,11.93,12.89,2.26
Lithuania,2017,Female,15-29,4536369,499.12,36.2,1.94,76.1,47313,76.7,49.6,7.09,10.3,0.69
Lithuania,2017,Female,30-44,4917590,224.84,42.4,1.84,75.5,-42002,61.7,45.6,7.76,11.92,-1.29
Lithuania,2017,Female,45-64,4508330,85.44,46.4,2.02,75.8,33943,88.4,47.0,7.47,8.52,2.41
Lithuania,2017,Female,65+,4005713,175.81,40.7,1.22,77.7,-24572,78.0,50.6,10.79,9.18,1.65
Lithuania,2017,Total,0-14,626772,286.77,40.7,1.55,76.7,21267,60.9,56.1,10.4,12.44,0.11
Lithuania,2017,Total,15-29,2376326,304.63,39.0,2.05,79.5,-21969,84.4,63.1,7.15,8.84,-1.16
Lithuania,2017,Total,30-44,2138404,167.25,36.9,1.81,75.2,10572,64.9,62.1,9.41,10.72,1.64
Lithuania,2017,Total,45-64,4148683,444.77,43.1,1.99,84.0,-29513,62.8,48.3,8.62,8.62,1.76
Lithuania,2017,Total,65+,4698021,111.51,40.7,1.62,79.4,19235,85.0,50.7,11.11,9.08,1.55
Lithuania,2018,Male,0-14,3218275,138.35,35.6,1.83,83.8,-38326,64.6,54.3,10.66,8.03,-0.89
Lithuania,2018,Male,15-29,3595474,338.04,38.3,1.25,78.4,-14417,62.7,55.6,11.88,12.05,-0.04
Lithuania,2018,Male,30-44,3704890,356.43,41.4,1.74,81.8,3050,81.6,57.5,10.43,11.42,-1.32
Lithuania,2018,Male,45-64,4887993,317.85,36.8,1.58,78.0,-23731,73.3,63.4,10.97,10.57,-1.23
Lithuania,2018,Male,65+,4847818,126.83,40.0,1.48,82.1,21160,85.8,45.0,8.19,8.28,-1.06
Lithuania,2018,Female,0-14,4899604,157.93,37.0,1.31,82.2,-9253,78.9,51.6,9.77,9.55,-0.27
Lithuania,2018,Female,15-29,2115058,100.66,42.4,1.97,76.1,-48505,61.4,59.2,10.6,9.28,-1.05
Lithuania,2018,Female,30-44,415250,147.27,35.0,1.4,75.3,-4209,88.1,48.5,10.96,8.36,2.03
Lithuania,2018,Female,45-64,1472901,479.99,45.6,1.48,77.9,-21454,70.8,53.9,11.13,10.03,-1.14
Lithuania,2018,Female,65+,4885791,368.43,43.3,1.38,79.0,-21871,81.5,61.4,10.8,8.17,1.18
Lithuania,2018,Total,0-14,925131,365.59,43.1,1.72,82.8,-42144,84.7,48.4,8.96,12.93,-0.68
Lithuania,2018,Total,15-29,2082494,465.17,45.8,1.98,77.8,-34954,70.4,59.7,8.55,9.2,1.73
Lithuania,2018,Total,30-44,2985763,191.62,42.6,1.42,77.0,45847,72.5,64.9,7.74,11.56,2.04
Lithuania,2018,Total,45-64,678322,444.03,39.0,1.44,82.7,-4612,89.6,45.1,9.55,13.54,1.95
Lithuania,2018,Total,65+,1610517,278.89,35.1,1.91,77.8,-5814,88.3,64.5,11.47,9.22,-0.72
Lithuania,2019,Male,0-14,3401914,466.56,36.7,1.56,75.6,-25003,87.0,49.1,8.91,11.36,1.91
Lithuania,2019,Male,15-29,3247332,473.5,35.9,1.66,81.9,-46660,84.9,50.1,8.15,13.19,-1.16
Lithuania,2019,Male,30-44,1598247,390.16,39.7,1.6,79.8,-13749,74.4,51.5,11.59,11.92,2.42
Lithuania,2019,Male,45-64,1596033,88.44,37.9,1.34,76.6,40586,89.9,62.5,9.73,11.37,-1.47
Lithuania,2019,Male,65+,2308414,418.43,43.7,1.37,81.9,-48163,62.6,63.8,12.0,13.32,1.46
Lithuania,2019,Female,0-14,4148375,62.13,40.5,1.8,77.7,-18346,68.8,49.8,8.62,12.88,0.21
Lithuania,2019,Female,15-29,4558651,233.5,35.4,2.0,80.0,-18948,68.7,64.7,9.97,9.75,0.21
Lithuania,2019,Female,30-44,2894466,331.32,36.6,1.94,82.0,4045,74.4,48.7,11.01,10.26,1.33
Lithuania,2019,Female,45-64,4319475,482.6,36.0,1.21,79.9,34899,76.4,53.4,11.55,9.41,-1.11
Lithuania,2019,Female,65+,679265,64.81,45.0,1.49,78.2,-33079,85.1,53.1,7.24,13.8,-0.48
Lithuania,2019,Total,0-14,2757583,145.54,42.5,1.69,76.5,374,89.3,62.4,9.02,12.89,1.35
Lithuania,2019,Total,15-29,4588908,375.68,45.8,1.25,79.1,-2209,78.1,56.5,9.87,9.54,1.03
Lithuania,2019,Total,30-44,3448388,52.35,43.7,1.8,78.3,-29767,62.0,59.8,8.89,13.69,0.18
Lithuania,2019,Total,45-64,918029,304.79,39.6,1.29,76.6,20325,75.5,63.7,10.93,12.78,0.24
Lithuania,2019,Total,65+,1986655,120.2,46.6,2.06,81.7,28684,82.0,62.1,10.05,10.75,1.35
Lithuania,2020,Male,0-14,3919663,81.6,44.1,2.06,80.2,-3111,82.6,60.2,7.3,9.22,0.47
Lithuania,2020,Male,15-29,4184899,389.79,39.7,1.84,80.2,13490,60.0,46.3,9.04,13.05,-0.92
Lithuania,2020,Male,30-44,3360775,490.98,37.6,1.96,82.4,-28780,87.5,55.1,10.41,11.71,-0.26
Lithuania,2020,Male,45-64,2157599,94.06,38.1,1.61,78.3,-31064,78.4,62.5,9.64,8.54,0.35
Lithuania,2020,Male,65+,3247147,323.94,38.1,1.29,77.3,24715,89.4,46.3,8.0,11.76,-0.28
Lithuania,2020,Female,0-14,4698987,288.05,38.0,1.67,75.2,-307,65.2,51.6,11.02,12.85,1.32
Lithuania,2020,Female,15-29,3422666,193.49,46.7,1.52,79.1,-2388,60.3,60.5,7.28,11.23,-0.03
Lithuania,2020,Female,30-44,1869006,138.46,42.4,2.0,80.6,-35026,72.1,50.2,11.63,13.59,0.16
Lithuania,2020,Female,45-64,4800363,174.47,45.3,1.71,75.8,30351,60.8,62.8,10.61,8.64,-1.28
Lithuania,2020,Female,65+,642109,378.38,36.6,1.66,80.0,-351,75.8,64.1,9.41,12.06,0.54
Lithuania,2020,Total,0-14,4908756,217.37,37.8,1.49,82.7,9097,80.3,51.3,9.84,11.68,1.26
Lithuania,2020,Total,15-29,4686869,314.35,43.5,1.94,83.3,-37246,86.7,52.6,7.17,12.36,2.27
Lithuania,2020,Total,30-44,1527186,332.62,44.8,2.01,77.5,-4187,72.4,48.4,7.37,9.42,-1.27
Lithuania,2020,Total,45-64,2222279,403.99,39.1,1.55,82.3,26011,69.7,46.2,7.84,10.46,0.56
Lithuania,2020,Total,65+,1530986,56.67,40.1,1.41,81.8,32897,81.8,63.7,8.19,9.62,-1.12
Lithuania,2021,Male,0-14,3440805,282.95,46.7,1.56,77.0,49542,78.6,50.3,9.33,13.37,1.59
Lithuania,2021,Male,15-29,1687990,275.66,41.5,1.52,81.2,39292,87.7,45.8,7.76,13.49,0.83
Lithuania,2021,Male,30-44,1192898,194.66,36.0,1.37,76.7,16487,85.5,64.3,10.43,9.97,-0.27
Lithuania,2021,Male,45-64,4194245,379.17,42.6,1.74,81.7,27478,84.5,64.7,11.74,12.24,1.98
Lithuania,2021,Male,65+,182409,255.86,42.7,1.91,83.1,-22360,72.7,50.9,7.74,10.75,2.1
Lithuania,2021,Female,0-14,3804169,146.95,37.9,1.66,81.8,-25940,81.8,48.0,8.74,11.39,-1.19
Lithuania,2021,Female,15-29,3492270,356.83,44.4,1.6,77.9,20457,62.3,59.8,7.88,12.83,1.88
Lithuania,2021,Female,30-44,1676747,391.83,37.1,1.72,81.1,-47744,62.9,62.9,10.39,11.89,-1.26
Lithuania,2021,Female,45-64,1243431,296.05,45.2,2.08,83.6,-5979,61.1,57.9,9.59,9.32,1.56
Lithuania,2021,Female,65+,3027858,181.66,40.9,1.32,83.4,-9473,84.5,58.9,7.03,10.42,-1.33
Lithuania,2021,Total,0-14,1845410,485.41,42.9,1.4,78.2,16484,66.7,56.2,9.0,12.61,1.97
Lithuania,2021,Total,15-29,4317162,303.07,41.2,1.67,82.5,21214,76.2,48.1,11.05,8.41,-1.12
Lithuania,2021,Total,30-44,1894415,333.64,40.8,1.26,83.6,-44741,74.6,48.2,11.12,10.58,0.06
Lithuania,2021,Total,45-64,3756121,161.86,45.7,1.5,80.2,5134,70.2,48.3,7.51,8.01,-0.67
Lithuania,2021,Total,65+,99028,144.51,38.7,1.55,77.8,111,74.1,53.8,11.3,8.14,-0.49
Lithuania,2022,Male,0-14,1380349,462.47,43.6,1.46,79.6,-38407,79.9,47.4,10.01,13.91,-0.33
Lithuania,2022,Male,15-29,1851155,219.0,37.3,1.73,81.7,-27477,65.1,54.1,8.6,9.7,1.94
Lithuania,2022,Male,30-44,3694998,189.37,42.2,1.4,77.1,-30440,72.3,50.9,7.27,11.12,1.77
Lithuania,2022,Male,45-64,1861572,140.66,42.2,1.97,78.7,-16029,84.1,57.3,11.16,11.02,-1.12
Lithuania,2022,Male,65+,180942,467.63,35.6,1.73,80.1,10982,84.6,58.8,7.6,11.24,1.41
Lithuania,2022,Female,0-14,2428663,201.0,39.1,1.59,79.5,-652,81.1,52.7,8.93,11.52,0.09
Lithuania,2022,Female,15-29,1641286,177.9,44.9,1.27,77.9,20297,81.5,48.3,10.52,8.84,0.98
Lithuania,2022,Female,30-44,3140105,170.1,36.3,1.86,78.4,7743,69.8,49.1,8.4,10.58,-0.79
Lithuania,2022,Female,45-64,1054392,80.57,46.8,1.96,78.8,-10472,76.2,51.5,9.7,11.55,0.76
Lithuania,2022,Female,65+,3636202,252.3,40.3,1.65,78.9,-10146,63.2,51.7,10.05,8.28,1.41
Lithuania,2022,Total,0-14,4124096,301.82,35.3,2.1,75.3,-22500,86.7,55.4,8.98,11.36,0.11
Lithuania,2022,Total,15-29,2114129,158.21,38.1,1.43,80.5,-6698,73.6,52.6,11.87,8.7,0.45
Lithuania,2022,Total,30-44,1272464,99.48,45.2,1.42,83.4,-25974,78.2,61.3,9.61,11.6,1.3
Lithuania,2022,Total,45-64,4618619,73.12,39.0,1.84,83.6,-37183,79.7,47.3,11.14,9.48,0.6
Lithuania,2022,Total,65+,1098764,121.56,46.2,1.29,81.6,31119,88.8,51.4,10.57,11.05,1.18
Lithuania,2023,Male,0-14,1634311,273.86,39.7,1.61,83.7,-39619,82.6,51.6,8.45,9.62,-0.1
Lithuania,2023,Male,15-29,3687761,137.11,42.7,2.03,79.5,-48529,88.2,48.4,8.85,9.2,-0.35
Lithuania,2023,Male,30-44,759490,253.91,37.0,1.24,77.1,17085,75.7,52.6,7.38,11.58,1.97
Lithuania,2023,Male,45-64,975855,443.96,40.9,1.38,81.5,6108,81.9,53.2,9.51,13.02,-1.17
Lithuania,2023,Male,65+,4510195,308.35,42.8,2.07,81.3,10411,78.4,53.0,11.2,10.29,1.3
Lithuania,2023,Female,0-14,801149,486.48,45.9,1.45,75.2,-34656,68.3,56.8,7.13,9.48,-0.14
Lithuania,2023,Female,15-29,1124930,286.15,45.3,1.5,77.7,-44919,88.6,55.0,9.51,13.54,-0.34
Lithuania,2023,Female,30-44,371631,137.92,38.8,1.87,81.6,-44170,77.3,62.3,9.75,9.38,0.67
Lithuania,2023,Female,45-64,282172,420.78,36.6,1.91,78.9,49859,89.5,48.7,9.32,11.83,2.02
Lithuania,2023,Female,65+,2167494,40.19,43.2,1.37,78.8,-7656,72.9,61.9,8.63,13.23,-0.05
Lithuania,2023,Total,0-14,537268,265.46,43.4,1.23,83.0,-5994,86.9,63.6,7.38,11.3,0.66
Lithuania,2023,Total,15-29,2392661,244.5,43.8,1.34,77.4,-31492,69.7,56.6,10.2,11.97,0.97
Lithuania,2023,Total,30-44,2370430,79.96,45.7,1.38,81.6,-36826,60.3,49.4,9.46,10.52,2.17
Lithuania,2023,Total,45-64,1621419,111.49,39.5,1.46,82.0,27806,84.9,47.1,9.93,8.86,-0.31
Lithuania,2023,Total,65+,2277075,65.33,36.2,1.38,77.5,19389,62.4,55.0,10.57,8.32,1.54
Lithuania,2024,Male,0-14,1143630,428.19,44.6,1.28,81.3,39076,72.1,49.0,11.38,12.23,-1.4
Lithuania,2024,Male,15-29,4763716,166.89,36.7,1.77,81.0,-32007,88.6,58.2,7.03,10.15,0.55
Lithuania,2024,Male,30-44,4915684,397.61,41.0,1.78,83.6,-34569,68.0,61.7,11.12,9.65,1.42
Lithuania,2024,Male,45-64,747418,78.22,43.8,1.24,81.7,1042,65.1,59.1,10.71,13.32,-0.61
Lithuania,2024,Male,65+,2080886,302.25,42.9,1.47,78.9,-45350,89.6,45.7,7.21,10.57,1.14
